country_a,country_b,year,bec_1,bec_2,bec_3,bec_4,bec_5,bec_6,bec_7,bec_8
DEU,SGP,2023,151700420.4754193,1749660884.210278,1078683925.1147196,106000380.74010684,580464847.4466357,917035895.5254588,1002620372.9703168,413944377.5170641
DEU,THA,2021,334527898.08464384,422741999.887884,940841516.5280263,483110319.1089608,768118383.3376641,1160501081.1786838,417508349.1545697,315548372.7195674
DEU,THA,2022,311309969.0993608,367000154.8126136,843408337.9180688,448193604.12542975,610596038.8875632,1254515506.0368474,490417749.3517333,77536943.76838298
DEU,THA,2023,285479126.11165506,319788220.86720043,819147243.6179593,357068162.9712283,665463189.4806031,1286896363.3498404,455376261.9513428,98844407.65017071
DEU,USA,2021,4805750625.56197,14520977275.36291,18988710775.318542,5711839083.6059,40475656279.82169,5737187429.044452,23159154185.04391,6865993594.240623
DEU,USA,2022,4662103104.112412,17499421966.06195,19090439054.73173,4602882840.837559,43844738043.7392,6328997220.157271,27655668146.72248,2324651255.6373715
DEU,USA,2023,5306070075.901659,17858298176.70222,21934227628.322662,3697679814.360062,37629673474.762665,6861205635.294806,31509469818.937267,2798256399.7186494
DEU,VNM,2021,339814208.8125414,109500172.27312385,609761407.0235658,794112944.2717289,460729578.1337012,584504572.3226763,218064557.9355348,565049071.2271278
DEU,VNM,2022,256577655.8053039,110712145.38327096,417058460.26455975,777483271.5443735,320596185.73637146,643071062.3387998,185706876.9594497,50560485.9678708
DEU,VNM,2023,244303649.4805064,126332707.37220468,367492300.621191,786853694.967364,323575659.0162931,758347025.9489745,178505639.1112554,68998027.48221056
FRA,AUS,2021,655375450.1298915,575085265.0048796,381798935.4487215,112600139.69511114,452629502.7729859,71199042.27382182,553149524.8804144,156154075.7941738
FRA,AUS,2022,659480222.1241543,807825709.5717713,263771036.37882647,105271812.22673026,369447559.4098743,51485644.59507622,442387411.3823522,14681196.311214656
FRA,AUS,2023,681434650.7614172,695936604.2699167,295234526.10013,134113996.02839752,524383843.04646987,58282591.62471232,520844847.4366317,22020588.7323245
FRA,CHE,2021,2037126040.773149,2079497021.1242263,2178047864.8903604,3021135780.821863,2337331887.205872,373455287.54757,3463437727.331419,1230255110.3055398
FRA,CHE,2022,1777912164.8379922,3383291080.458598,2124731356.5249145,3090858651.701451,2129292302.9989915,378806768.7033748,3760033521.771112,39247465.003565446
FRA,CHE,2023,1836732574.7536163,2427793610.123726,2152888589.1848373,3467482830.6279297,2196737479.1950173,391060878.9295008,4095470999.72101,41972173.464359805
FRA,CHN,2021,1893060675.320576,1514783770.5302794,5754059777.741786,3018356975.164586,4761509117.884651,1792070564.9834538,2918423978.1746826,1949378660.1999824
FRA,CHN,2022,1312819557.0584505,1532216161.1377254,5192731883.586402,2643252514.620169,3843385015.203008,2038059547.2484548,2550457313.128769,62401656.01702144
FRA,CHN,2023,1492307896.7835736,1568935029.2658165,5305316961.364514,2565088318.4922395,4640712855.751701,1987579829.7377253,2611511222.11034,71397678.49408822
FRA,DEU,2021,6789258316.194726,9817962232.952116,14029709791.879969,3190326703.980832,18231084281.15692,4466831969.5452,7199307501.336537,5566207714.953695
FRA,DEU,2022,6480050881.022755,10336412468.281076,13381807546.750431,2985171161.520117,18674979818.42806,4723917637.195164,7258439225.939965,1250395660.8624375
FRA,DEU,2023,6782902961.146392,8380761153.795771,13464728112.274332,2963384274.8860006,20394291772.73456,4206705722.1610937,7461301896.820144,1043427850.1816984
FRA,HKG,2021,666707253.4850405,75517100.15868163,363915921.8703516,894874431.3286773,1540509003.0727105,306626039.042418,713992039.4233104,395984803.6188095
FRA,HKG,2022,406362844.2505613,67755453.04099688,311034038.0374076,972748589.8537391,1336219979.0821133,273148101.66448766,685325470.6791674,3563731.3915264565
FRA,HKG,2023,417567556.3132008,60237875.63536627,299329871.6636009,1213324646.6264715,1353971770.940262,294276274.34527856,686298370.5512276,3923425.924591419
FRA,IDN,2021,209760539.6365127,95529968.68913987,226323380.5485336,63740790.503648944,149579460.45350137,25666871.164189544,95171465.67965442,41814531.32481939
FRA,IDN,2022,142631015.04451275,93902925.00568178,195557819.4661861,64558139.8390226,82238091.19345117,22824787.229377,91692965.04529671,3478865.176471819
FRA,IDN,2023,132821980.57860708,98197619.73334444,245733647.38776377,67464817.87882014,270596311.489427,56940393.15151281,110901122.3302809,6601899.450243776
FRA,IND,2021,441641235.5248672,1624718856.666268,1277641501.2716782,894385432.1169312,2237661006.123083,648826730.4285871,572918177.8764666,375483987.9921184
FRA,IND,2022,276378470.59454405,1040455906.293573,808606049.2405947,569275041.9776423,1423748032.8214478,254078387.02097592,370760734.7383026,30216737.31291896
FRA,IND,2023,232868549.92520016,1237448469.583173,850976500.0892459,614436168.7344196,2096637608.5590243,211345020.9511285,449902446.3922487,15193427.76555978
FRA,JPN,2021,765875552.8881162,607482731.5301495,1057185795.0036876,358479743.1710153,2223342917.3873405,386935817.78142494,793604395.0986379,248065847.1396277
FRA,JPN,2022,753548722.1142792,652221125.6076071,938191326.5476568,421554675.8147723,1148508247.0114684,405114463.5018109,814368230.8475556,28357912.55484957
FRA,JPN,2023,739207244.872273,615394639.7468232,930453567.7769868,495704786.7414752,1353044070.1034875,411479016.0295196,835521161.5194346,23105657.209999043
FRA,KOR,2021,345637739.59283185,676149577.8135619,623650329.979445,251602477.89503103,1636523026.2047515,310262830.4064676,559943153.8561738,303651536.2517373
FRA,KOR,2022,329812355.01679146,914784409.0524188,595881058.874696,289291715.0082559,1518149206.016222,528609696.7353512,559862598.3013299,11824256.994934993
FRA,KOR,2023,262153095.9640138,602536155.202374,461963793.8052976,266059522.83724785,1619799436.189806,503087183.97185946,1110731332.8764253,9492071.152975932
FRA,MYS,2021,66288388.100716285,151893233.98752636,125663672.7071292,57643222.30096915,33805401.483221635,204749956.14116904,45669993.4877595,56786355.79150878
FRA,MYS,2022,90627417.11734124,223156189.5245181,141201460.50621146,28745604.90677876,173374376.59802002,292415040.9048602,73610892.97606632,651545.4662037842
FRA,MYS,2023,107264052.83081734,163509882.204616,164188087.36502698,28231090.655646853,130604234.77940509,266805768.25266552,82889267.91213635,888543.9996859861
FRA,NLD,2021,3577880551.7206564,3147128687.5119176,2800423759.577735,786875178.7868897,1726490271.2724743,3088784394.6167207,2867855615.488103,1655182981.0255022
FRA,NLD,2022,3729900805.012676,3646134492.2112994,2721214851.2624803,883188490.3517402,1991320275.1773424,3532625890.617289,3015620555.657585,320836367.7095854
FRA,NLD,2023,3411565500.3819747,2957838919.441203,2480593163.654782,893330632.6743635,2181934819.252274,3155534007.562719,3082549539.4339986,252691305.59868148
FRA,PHL,2021,153632465.28821415,38350740.30925013,103507382.64098002,9374347.808345696,134970492.13366085,121398562.24592552,97056707.6728765,68160885.90074712
FRA,PHL,2022,125392727.50532952,32356125.81789442,116955834.36731853,11627356.42623095,147406380.21929717,166263372.71153426,138171740.77649367,1344798.175901492
FRA,PHL,2023,134227935.58987242,27802208.50978197,159676088.74741167,17354591.58842138,296465143.08533776,150608280.39136422,119656454.83917306,2580241.2486374346
FRA,SGP,2021,938107658.8764608,473462488.3704797,385541555.2520256,382823929.4590311,1693500303.0917785,798355417.4940163,2113149727.5688608,364357095.8873473
FRA,SGP,2022,811061981.8683624,739181269.4822022,414254717.930747,467548854.100623,1817942877.97476,1036168219.9717948,1884634913.7754395,5159548.8960713
FRA,SGP,2023,928152756.5147022,660879063.3713212,434623637.3347441,577946637.4182137,2466831490.4313464,1102639342.314155,1761129600.1695604,5194720.445956578
FRA,THA,2021,225034096.71059856,113328962.60656288,323181543.61995494,137212065.28329563,300999157.9240241,128704177.4389364,173215993.95928377,78971682.45734356
FRA,THA,2022,198384955.24498907,62429622.48190519,249441513.9510765,128303097.62895232,201415059.0819513,128401175.46594006,177164070.27105695,11469785.874128483
FRA,THA,2023,183545549.13394627,66040158.04180116,300610682.7632567,146349346.47719914,252367603.9954612,139236647.64924315,215965357.7188596,11420654.220232597
FRA,USA,2021,3996776925.264356,6319790986.138343,4154500477.568694,1143460984.482295,7762654771.559057,1388112558.402555,6440932118.265804,3251530922.318893
FRA,USA,2022,3305761179.4560094,12343478242.99359,3757982655.936237,1245470647.6202116,9993724694.95188,1336138192.769002,5721043713.271794,107784993.00127289
FRA,USA,2023,3088161132.2981205,8614521849.517923,4411965913.803833,1504881874.669533,10244116424.305498,1390355733.6546917,6150973810.048061,111467933.70233528
FRA,VNM,2021,124946941.19840804,36571501.29941408,158175550.55522585,278083235.0632922,145279936.24434748,98778765.08658092,104006918.75415732,274024159.7985741
FRA,VNM,2022,120352534.89162588,21066388.93036072,146040684.40773264,274418591.65038866,78194862.04500926,196481911.7254021,101775773.56707712,2065348.7824036367
FRA,VNM,2023,118333276.3905447,22574443.178814474,147154357.95053992,237816454.31829843,94373279.6726166,240711705.8287013,102510976.27733284,804162.3831516327
HKG,AUS,2021,479109027.5340884,51296612.52824884,295691637.2071613,1626624232.791425,96880953.6092543,786272806.5292017,323719888.34106094,265001065.4595597
HKG,AUS,2022,303628974.13543046,49630470.048252285,171467553.80498633,1786217157.909016,72736805.5727653,575199605.486199,286892762.60405654,74163182.43929408
HKG,AUS,2023,236743260.7608717,30601733.091926392,94877946.23853664,1627972695.2528808,48570682.83523843,362132206.3191658,185290292.4840733,39575535.017306656
HKG,CHE,2021,21447341.68269264,17478813.31189406,102673765.44797853,3538378710.1978235,146409502.86687458,81119558.44694094,1107186534.9924731,133744301.05332236
HKG,CHE,2022,18983579.423271824,12084464.750853596,82202248.48714262,2108066561.944285,100542911.0134659,97453822.9967962,1040583971.1263324,6488072.257851839
HKG,CHE,2023,13593978.32675383,7084327.881476657,51007105.62972911,2831972368.9076624,94768779.39523754,48465105.829803705,851116751.8897525,3207070.13958443
HKG,CHN,2021,6961766963.679394,8431777683.559543,42269901135.32404,29120157232.910496,11104064480.92782,175699526510.46283,14966528527.587276,44989914457.54862
HKG,CHN,2022,6104025606.473301,6951322151.790016,30785246317.529125,25624337084.56676,8984976646.913782,179508875160.76276,11505024971.124727,789485628.8395392
HKG,CHN,2023,6059602244.856159,7315880285.568581,24819502650.314,28193872425.01757,9359054120.89778,160568351801.95303,10104504073.492577,949714061.900316
HKG,DEU,2021,246443740.3904418,382838817.6661534,1870706020.7597127,510409736.6359745,828033929.0448605,2368375988.1546755,943857370.9546788,756793980.3935024
HKG,DEU,2022,134534418.67822424,315907631.51488835,1448286184.2919593,380146342.7149534,715435142.2707633,2730934557.502698,838856741.0142754,13300838.012238031
HKG,DEU,2023,164050567.09165302,174022895.54060557,1006743951.572572,270377519.44983006,723534313.068821,1624482625.1888838,903426811.992942,11023524.094692064
HKG,FRA,2021,326081338.62291,50786657.93996991,389558060.3512704,806584393.0913421,696614857.5626193,610601246.9992732,406218216.3869544,695147037.0456606
HKG,FRA,2022,184237415.40301293,31150663.538250312,275565850.40865815,701687588.8574401,708655571.3841704,645837458.187615,421292405.57080615,6519862.650046853
HKG,FRA,2023,156896345.91093525,27062654.157579016,202307297.258066,824527638.941206,649590417.0039743,427286908.2211786,495185753.88612056,5822408.620939735
HKG,IDN,2021,211418361.22111464,362935376.0115801,394786146.81735015,1156402771.6535425,125035352.63530809,500258755.7539035,116807099.72342324,527292456.1837772
HKG,IDN,2022,219176060.2672695,574677210.3159174,254343102.69469267,835311056.1544603,104573218.11152452,666240754.8260852,96557725.42664278,7024232.203407642
HKG,IDN,2023,224727831.2721138,276726003.9119409,208052611.4216212,832442028.7245418,95231496.5899746,600050549.8758856,83377684.73877388,7540529.465148097
HKG,IND,2021,172100260.0387017,88951931.50036702,667275249.7856255,7152080281.871358,510533072.9783448,3635752140.806497,257379898.3893887,2071036540.629716
HKG,IND,2022,119322336.14609964,85897154.59586509,787579272.4849949,8626213359.341541,443463399.61159855,6992968522.399236,286332147.9833503,6270655.437315617
HKG,IND,2023,98452766.10620886,695984300.2774657,922419849.8805814,6185814454.828978,358086277.1892109,7708898163.430847,286870593.67583513,6552506.610873343
HKG,JPN,2021,494532539.5007459,482907644.1660611,2948348905.0729613,1570234828.1228137,589656055.4773331,3768972779.870225,1424343071.091092,1456914064.6987655
HKG,JPN,2022,386208507.2500461,360003811.5727347,1960298735.7610905,1620744283.5947888,592610160.9017321,4052952632.052304,1096070725.6404276,25077479.226874363
HKG,JPN,2023,324581916.81554884,233818133.72843945,1301286586.1527152,1743181068.469462,568857242.6915066,2984613466.6398883,918710019.2545604,10962446.247878432
HKG,KOR,2021,104870012.84754032,336121095.4140337,525395750.47709286,320572531.38126147,371304370.67595166,5663336790.29363,736427542.8191773,346063810.0913124
HKG,KOR,2022,116457955.14630549,354117876.7029555,396513291.8818072,276862665.79602337,418658834.98210686,5633251509.411811,877484977.6119822,15285720.467008635
HKG,KOR,2023,138844572.65532342,301962399.4814041,366880473.1713019,280727118.89153415,441922430.84354687,4939892099.499508,658965040.8879813,11084136.56939978
HKG,MYS,2021,53783694.703386605,253734386.34328863,419835782.48208445,91368944.1649231,112965521.28009702,2959574543.7015457,113694229.43417823,265730129.890496
HKG,MYS,2022,55800251.9378551,263961607.021336,376783424.1062192,104130942.81424506,158486226.37995666,3302438336.268597,102053311.04222085,3054124.4295699457
HKG,MYS,2023,51835793.02174424,199753141.1322496,291634636.4241459,96682699.52884205,190339023.4494476,2696057241.800088,93972761.296495,2586015.346987887
HKG,NLD,2021,418859665.49097127,98704811.97533074,726069736.9831803,320989397.4545524,504013005.8385758,4334425762.918734,690343227.973069,1404421719.3655868
HKG,NLD,2022,292815224.3660696,67663945.33439498,556726488.8935279,255373593.40883863,421201163.9621195,5507459041.804992,729969233.6445905,7390988.585466329
HKG,NLD,2023,296434735.5729684,41590779.866403766,558956864.0946691,208078137.03394124,301240921.49071497,4816743111.772219,1183110702.4885993,9312267.680484964
HKG,PHL,2021,48319021.34278149,15669762.35943878,392067085.66184616,240765124.0147197,46798672.90888991,2836775194.082013,119368480.88614926,145881202.74416137
HKG,PHL,2022,32554678.720204543,13774902.248989576,292772177.33900505,306263921.4646437,73749474.04789625,2571434037.281435,100538329.42045498,2712159.4773707385
HKG,PHL,2023,31109454.7228418,10617237.28407017,229576189.06020072,267120603.408806,59009894.412095495,2032687991.4803088,85661998.86058258,2345014.7710938863
HKG,SGP,2021,97511009.80234486,373484216.026195,367464061.4139885,528186749.6586042,271047832.03165287,6473465034.958068,347696723.96679294,342058804.1423528
HKG,SGP,2022,83164183.21693386,400289248.48016274,363485952.4370499,718457317.9574932,386623650.16230017,7020061014.01442,417587858.7427658,9995414.988873448
HKG,SGP,2023,100006105.3286901,284909179.3191795,261433262.86233848,551635482.3809785,349836058.24942374,4670605687.042468,342073121.6384254,9144623.178496685
HKG,THA,2021,636330261.046746,104315021.99490131,882817538.4317466,1765265378.554033,116917815.14715227,3580308113.328671,379820993.2705543,639834094.2261953
HKG,THA,2022,474590472.93036216,85371119.62825106,834473381.0054096,1921663898.2877457,193363370.69878927,3960766993.3285847,327044842.34286594,5906465.777992129
HKG,THA,2023,410692385.2653655,142822506.46826473,761304903.8794234,1932790986.44392,433726682.09556574,3706704152.5931,350224945.13268787,5197374.121672826
HKG,USA,2021,1057067845.5531915,531298195.8970337,4533302042.079308,6613135186.706832,1263876107.3140085,9783888554.863968,2997583078.862647,6580110108.723012
HKG,USA,2022,790386901.7653996,425580364.2254176,3445455318.4566355,5396151451.638844,1193032567.5279088,13522675897.700768,4474314746.606596,167603520.0784303
HKG,USA,2023,700831573.2477064,353769071.0777788,2780425727.889141,5643444664.463077,1379908572.5740426,11323559018.14973,3858145037.804281,75309870.7942436
HKG,VNM,2021,403737578.6427562,91182019.50208044,1437063158.0970557,863842467.3643777,428369851.7880221,6231892946.77701,225508383.93773463,1442191369.8909626
HKG,VNM,2022,259645661.35290456,91641879.14682215,1266185580.9278498,663551568.5549953,510753787.612026,8123789324.025611,198289692.0746168,9555498.305174414
HKG,VNM,2023,382893895.81117314,68813674.88226463,1115764554.342584,543067561.5868766,385248372.75527024,8115938155.58418,181290026.8372787,9470030.200372204
IDN,AUS,2021,849739745.7828625,986097314.904323,313539820.2225316,258249650.3013329,120760932.69130136,61281097.38484165,51129557.11116178,34266457.60164444
IDN,AUS,2022,749016961.474345,831673774.0327832,263018594.25349465,297873669.340019,104636873.67473768,65992562.050479375,50058509.16346864,10209568.010672756
IDN,AUS,2023,728371743.2256544,785209276.6623454,293802249.58869034,309544806.03551185,102946321.02603585,50758625.59520321,51651898.98889217,23067782.87766649
IDN,CHE,2021,25681786.601446867,42505805.60423721,90360364.0534846,749264783.39317,13222323.45492295,9152705.113045262,139351831.18237048,22431344.59732253
IDN,CHE,2022,87666211.20929632,172554422.69592032,305808398.1898267,3728028385.581207,29655989.145694967,52195757.90574136,543144519.9583005,18699915.314013395
IDN,CHE,2023,26441193.715335533,34202185.25662749,81219133.9751784,1016424302.8403044,13661402.27790328,13632327.356159596,119183657.03418538,8725205.544305993
IDN,CHN,2021,5588513266.111553,13770385469.73096,7314269551.653314,2585161148.023989,8031878729.536595,2907753757.114932,1227510615.1115856,3213509606.71707
IDN,CHN,2022,5349325514.251642,13957910241.497849,9324538563.846024,2394104547.513085,9926410081.699892,4293861223.8441415,1083769816.5905447,42083850.75681847
IDN,CHN,2023,5420925050.433426,13630337218.57856,9473322653.49423,2204880061.922168,9865519628.683064,4105951076.1241593,1055825141.88326,162049280.88113734
IDN,DEU,2021,341319996.0760904,414603218.8130242,515241126.1949186,400051828.13858825,205544890.70087105,223747763.1891469,224749982.4109944,89993162.47636566
IDN,DEU,2022,343891511.1476939,469227195.9439555,609753179.9363514,451146672.77337474,269332573.2653418,247014483.8277083,259566867.5490293,7029563.556544864
IDN,DEU,2023,219945781.90302923,405096518.9351039,466662344.2837074,218374577.0931052,255508944.9218448,174521091.66605017,196470020.32780543,71703088.8693534
IDN,FRA,2021,180164912.9522748,102417359.01403002,189456971.50294524,52956238.6110582,100702949.28720874,22774150.61131024,151128238.34986195,56683339.671310745
IDN,FRA,2022,156019484.2501444,125591559.39346445,204934279.77179936,68797679.13790219,128034206.25621703,26680133.419241022,168435905.76932105,3927680.001910435
IDN,FRA,2023,92819481.06634928,78478076.50907615,140799121.2409542,38734129.06138835,179644727.22599477,24942041.14943038,112814566.84641208,9625904.900394669
IDN,HKG,2021,70238944.36826015,221332786.4740852,206795710.4317224,842260732.8109419,86510483.29236718,113116573.63827913,64090229.12335087,108017163.86099333
IDN,HKG,2022,129016502.81379086,563046860.6938561,284757522.55015445,937657497.283679,114171517.25854003,267494298.81606588,64305051.51685938,5718813.067054356
IDN,HKG,2023,130667495.85065237,275939452.790576,229315942.2827229,912447405.1487968,96875153.72626834,256746512.08795547,61819942.44543257,3944383.667595255
IDN,IND,2021,3388736541.5452523,4296484991.09648,973863030.2715516,329724921.8898441,1574990821.5846353,83646931.96683025,275790879.13783264,106946842.5075735
IDN,IND,2022,4611994059.657781,8648264189.408009,1110084822.9250796,384713527.8243692,1670182218.93895,127310704.10173649,365952474.7063076,18382226.43776516
IDN,IND,2023,4152298596.211587,7338534506.3784895,1350903240.7826197,645638040.0092154,2183819140.360051,141455738.56111172,461442352.8648451,33735072.832080096
IDN,JPN,2021,1220591110.793904,4085726234.823261,3111831796.3756104,1456748664.247285,3417718613.623624,597986854.9010688,508436192.3428283,420950036.8924192
IDN,JPN,2022,1203441743.4875245,6644254596.330387,3278491419.395579,1478791499.7065485,3841953861.1098943,636310869.9558382,487087889.2458336,378895128.76839656
IDN,JPN,2023,1113389101.393263,5471287487.997548,3204435496.7167964,1337992256.458531,4055981950.399535,574439723.299174,502500662.6254155,383748809.1097386
IDN,KOR,2021,620223909.5073745,2797859414.099013,1220286180.672927,758263736.1554264,904856754.889854,629976647.2662914,225009209.4512022,297315891.95791173
IDN,KOR,2022,715812451.8294603,5376414713.509628,1361511888.614988,903199425.263222,1087839202.2434914,879992463.0039771,283549784.911025,38193734.62420794
IDN,KOR,2023,558357880.3490433,3707355626.611112,1144441988.9393654,695162297.2647951,998317105.0064968,758560668.6740979,319779406.3277361,24709698.82735241
IDN,MYS,2021,1702367921.1357396,5081290070.832282,1222321886.3809645,235280501.3689531,1013541684.9050988,334076448.8370754,224833048.5465041,151657781.99338195
IDN,MYS,2022,1953737179.3340232,6730030132.330891,1258937764.8597791,192396319.9368116,1039904745.0834692,480934363.7133036,288268816.03765297,3394646.704068653
IDN,MYS,2023,1485595352.7730565,5677574154.684518,1099068437.920538,160691073.739254,1024473733.156144,470857561.0612149,286868766.8804741,6701703.784798745
IDN,NLD,2021,1168041814.1604457,1221331547.0992167,690387266.6598296,258239647.52166903,185629456.3920035,49914412.01054706,167110647.77960828,103533880.37667988
IDN,NLD,2022,1274568042.9520369,1633600454.0109873,512928973.53445977,304152524.237877,230311830.3985448,46348259.239954144,172330360.26139984,810307.364740251
IDN,NLD,2023,1006672705.596395,932598447.5724772,509840105.78304833,451925555.7571909,229581902.50583947,84715417.79320358,205363469.44359887,3421691.548246756
IDN,PHL,2021,1446832872.1359076,2265829479.3686595,469395287.3649094,78635354.84527162,1878111791.9324944,562746394.0592564,333428955.961776,106103000.33172454
IDN,PHL,2022,1343233204.9754074,3721908873.153906,424905155.1689269,85757387.98545443,2395005130.001975,553922561.3430121,330843053.72125024,21164217.6500673
IDN,PHL,2023,1465912930.7630372,3194862377.108324,452292263.27364206,112449907.82065016,2732788612.8089986,649572064.963807,390664573.62457705,40898165.63696355
IDN,SGP,2021,488608032.5007421,4926737622.27294,1599718093.2186642,689706852.8139328,502321170.500723,850854297.1946278,371124665.9028261,227264625.59554413
IDN,SGP,2022,599570060.2062142,6435611379.247844,1868711665.3050508,787438105.1659951,480144683.7753464,965365622.3989508,413580868.4193908,30656143.48120621
IDN,SGP,2023,426668283.9490906,5343859748.94664,1307181524.9247134,526669347.25837713,366611184.49128085,963991820.0054094,345383791.8586583,35692410.565830365
IDN,THA,2021,748127442.6466011,1817597774.660957,1147854498.9378066,224124737.3081366,1430748079.2387736,219347239.8713383,160387227.06961212,136726152.26677454
IDN,THA,2022,1028107368.7439386,2122864639.4834404,1122579055.0755224,245850671.1234192,1660795435.6753414,274218022.77013147,182774384.3804535,39528502.74775295
IDN,THA,2023,1070330070.2094444,1456127902.0504687,836596536.575263,170220892.2765831,1370343832.8754954,207835884.87503704,147999493.91894016,33923947.21876781
IDN,USA,2021,5636815821.145674,3045956397.913008,3296253234.658758,5104169370.770689,1686860496.6982143,955543874.4564444,832061473.5278454,873149954.8293642
IDN,USA,2022,6232878240.86125,3631051665.015597,3944587923.283092,5969761157.791889,2050065555.73766,1387813427.8381276,1203070288.0294063,73754013.44297752
IDN,USA,2023,4139635951.468165,2642234778.1557016,2758229462.1894608,3760013799.8052697,1736310040.475889,1128512583.3057892,883634985.3525231,109434159.24720009
IDN,VNM,2021,1112667082.273328,1201347455.1974435,806264297.7902193,586235485.6272298,1213030790.698275,457256754.7814375,150877979.6262506,158873754.00581518
IDN,VNM,2022,1308321588.4223228,1234166108.5331872,914423702.3486652,664211965.2701036,1736462980.2177963,509285255.6451229,180013810.67224866,3727580.890552152
IDN,VNM,2023,1258701446.2027895,1221999126.39525,736923253.088197,516775371.0123719,1264191007.0292928,411177555.2657227,176078295.1305255,3663065.875850504
IND,AUS,2021,197410904.6282475,4240141298.2696543,334957563.6304392,594580265.6105026,167338656.17719486,18875398.478665497,154447459.25746232,19622789.947832387
IND,AUS,2022,221262474.5905941,4948013335.496128,330883319.00007284,538186416.0969592,157541025.471251,22226756.06676269,138215812.33867407,7684428.939558117
IND,AUS,2023,296219962.43544453,3976675520.628296,358421370.89232785,792899210.3768533,157474872.36305168,50546189.57344544,145599597.92728004,4808523.803300704
IND,CHE,2021,9691709.54209581,39703146.6031637,17051888.96207411,952015528.84283,12845966.38507506,1498222.170323876,32151185.57700713,4692207.917430365
IND,CHE,2022,15941492.53235268,81748773.67210844,29678924.875390884,824418884.2575572,14477439.604335155,2905344.855094613,59734303.52304379,3473780.680117158
IND,CHE,2023,7370141.870860053,51825030.16544987,33693987.20605044,890668143.7646813,6662893.364495462,2687581.1585670803,48126477.07861719,2256625.391278426
IND,CHN,2021,1276306901.8037565,4408172342.783859,4374351945.024171,1355866981.408603,1493619225.710215,3261461620.949252,1009499810.7728852,1947470355.5472603
IND,CHN,2022,754967332.7165583,2682269111.518061,2727271222.6251016,783139941.5007068,1026689843.5680324,2672104946.7974305,565162325.6701169,449933579.6039921
IND,CHN,2023,679265373.1022316,2421284260.405895,2618239950.564586,790040974.8428853,1160294780.281755,3873046329.359043,596257551.2767812,31715548.166821547
IND,DEU,2021,411686480.8749555,1393067567.6465166,2481615174.9593773,942323364.166486,1401461499.3447876,189736948.4294337,736957313.5968393,338584866.98160434
IND,DEU,2022,424646319.98182255,1370746818.0853324,2532389860.440676,970844100.7232708,1448371235.1478715,379552666.9155365,735161599.885219,191372582.82027087
IND,DEU,2023,345844445.0713104,1221494779.8555765,2106168037.8710003,656043488.8879349,1830019662.7426064,302695329.61632925,712164184.126636,60073239.82860619
IND,FRA,2021,356511124.0035499,1021323268.8700176,1074737046.663997,707378681.1417564,856203176.5895345,151920038.89847222,555214270.6547322,365792201.1779401
IND,FRA,2022,337347477.7094811,1680151742.286248,1136891561.7999794,810179689.9545466,1174722527.75991,308137836.4819983,642557588.6862597,120189111.32157633
IND,FRA,2023,244809954.7929929,926271251.736289,927065817.2369022,614294276.0631192,1852138549.0861511,186970040.469503,632825663.8274215,20825854.78762096
IND,HKG,2021,192510240.0001974,174452695.81386718,593618676.8005848,4533349584.568046,342916448.670813,2229130994.41463,188838295.14952683,1119008088.5823336
IND,HKG,2022,73650526.56062397,84399940.39901821,521513404.0737084,4035727356.3986025,247486904.172598,2200672036.9406185,136370311.97168627,253665343.48314312
IND,HKG,2023,122119384.21054356,66815131.16118397,247137036.5523728,5248323757.998104,115625755.34471874,508234199.2251282,217015334.1606933,1104825.3472549077
IND,IDN,2021,1906612817.8656485,2980217420.793414,462281200.0530807,176979218.46566373,904395988.616054,47427924.00597964,173997529.94547793,62231132.25468166
IND,IDN,2022,1738081341.331046,4398191897.574699,402872881.0327116,137538020.20532233,718616139.2162251,53617833.579035975,160219778.07368177,5870364.987276587
IND,IDN,2023,1279285597.0704348,2706348446.3094573,380358309.68718505,199764439.2338136,745969451.4124546,56200814.89073009,164044072.55875465,5597124.837169856
IND,JPN,2021,236103290.3859696,1807730966.143178,1260712159.4590182,359292732.5735619,888884502.4663228,143754135.97022045,201084623.8134968,143272149.18823215
IND,JPN,2022,202361765.91599467,1485705989.283188,1060180329.1122324,372319873.3841553,821317505.9143585,226972562.187994,181816376.0770493,44022302.1250274
IND,JPN,2023,144725339.6792979,1015043244.718469,1154040637.7675283,249029445.59923548,769622690.3928591,269526792.8533138,192199070.7778645,6655274.211431627
IND,KOR,2021,154054593.88638282,2175387434.7995543,1368675699.94846,215646042.46211973,1233115113.1767094,409505481.6224023,139981329.2578456,192142720.8465249
IND,KOR,2022,199996827.0990305,1991451172.045502,1193248328.693066,177402129.52534747,1338873944.9386828,714909154.0708164,142759323.2502994,48077072.37725556
IND,KOR,2023,126513114.661125,1526494195.4273317,996464109.130318,132373615.42875704,1052281389.4330136,728945689.9034257,130597167.15624952,9765470.85977992
IND,MYS,2021,1797595007.232723,1833187671.294361,681908387.8753511,212710745.4499806,454062235.5577883,375814271.62079096,119723336.38017868,85017288.58882564
IND,MYS,2022,1715875981.7983532,1795478608.4408386,832941261.3036948,204060273.6302097,366819520.6531478,477333342.9997015,132216240.89112884,26641938.2829254
IND,MYS,2023,1262933133.4097168,1547289060.9765382,927950663.9424872,140753038.22616565,276036894.3684408,718136071.4556519,163665061.24769115,6159596.373307311
IND,NLD,2021,865735701.7031907,3565462078.92806,1412478359.5502212,596819715.7844309,822832514.0292126,300026610.66427577,575976624.1661981,378824683.1744096
