YEAR,COUNTRY,SECTOR_ID,TCI,ICI,ECI,SECTOR
2015,BEL,8,2.009161949157715,2.5265395641326904,1.7422208786010742,"Coke, Refined Petroleum and Nuclear Fuel"
2015,BEL,9,1.9427427053451538,2.4538350105285645,1.5059902667999268,Chemicals and Chemical Products
2015,BEL,10,2.027935743331909,2.6526875495910645,1.5682405233383179,Rubber and Plastics
2015,BEL,11,2.833923101425171,3.154120445251465,2.6383299827575684,Other Non-Metallic Mineral Products
2015,BEL,12,2.5428645610809326,2.8739476203918457,2.268573045730591,Basic Metals and Fabricated Metal
2015,BEL,13,2.5819098949432373,3.4678492546081543,1.8808894157409668,Other Machinery
2015,BEL,14,2.468428373336792,3.4982924461364746,1.6410949230194092,Electrical and Optical Equipment
2015,BEL,15,2.5792481899261475,3.727436065673828,1.8112224340438843,Transport Equipment
2015,BEL,16,2.906301498413086,3.175429105758667,2.5921013355255127,Other Manufacturing; Recycling
2015,BEL,18,4.131225109100342,4.277434825897217,4.134060382843018,Construction
2015,BEL,19,2.9781789779663086,3.759331703186035,2.601529598236084,"Sale, Maintenance and Repair of Motor Vehicles"
2015,BEL,20,2.7543368339538574,3.087540626525879,2.6816673278808594,Wholesale Trade and Commission Trade
2015,BEL,21,3.319702386856079,3.811293125152588,2.944505453109741,Retail Trade; Repair of Household Goods
2015,BEL,22,3.455925464630127,3.3107635974884033,4.240697383880615,Hotels and Restaurants
2015,BEL,23,2.570664405822754,2.682635545730591,2.4828877449035645,Inland Transport
2015,BEL,24,2.0713648796081543,3.340304374694824,1.2509297132492065,Maritime Transport
2015,BEL,25,2.0514445304870605,2.2483534812927246,1.9153125286102295,Air Transport
2015,BEL,26,2.400867223739624,2.8356821537017822,2.1467041969299316,Logistics and Travel Agencies
2015,BEL,27,2.8219380378723145,2.8363516330718994,2.809311866760254,Post and Telecommunications
2015,BEL,28,3.022047996520996,2.7679669857025146,3.395116090774536,Financial Intermediation
2015,BEL,29,7.786392688751221,7.017910480499268,9.10012435913086,Real Estate Activities
2015,BEL,30,2.9349448680877686,2.9650399684906006,2.9139926433563232,Business and Professional Activities
2015,BEL,32,3.294050931930542,3.3560664653778076,3.498868942260742,Education
2015,BEL,33,4.014810085296631,3.0033373832702637,5.424658298492432,Health and Social Work
2015,BEL,34,2.6882543563842773,2.852555274963379,2.7065656185150146,"Other Community, Social and Personal Services"
2016,BEL,1,2.7884771823883057,2.3390188217163086,3.2574384212493896,"Agriculture, Hunting, Forestry and Fishing"
2016,BEL,2,2.057314395904541,2.9403393268585205,1.6055988073349,Mining and Quarrying
2016,BEL,3,2.637270212173462,2.4039392471313477,2.9129488468170166,"Food, Beverages and Tobacco"
2016,BEL,4&5,2.106713056564331,3.2629597187042236,1.3853248357772827,Textiles; Leather Products and Footwear
2016,BEL,6,2.420696258544922,2.489332914352417,2.4918460845947266,Wood and Products of Wood and Cork
2016,BEL,7,2.4878721237182617,2.2909634113311768,2.7329046726226807,"Pulp, Paper, Printing and Publishing"
2016,BEL,8,2.035254955291748,2.5916736125946045,1.7316761016845703,"Coke, Refined Petroleum and Nuclear Fuel"
2016,BEL,9,1.8872570991516113,2.2629830837249756,1.4931187629699707,Chemicals and Chemical Products
2016,BEL,10,1.9749464988708496,2.6535401344299316,1.4936822652816772,Rubber and Plastics
2016,BEL,11,2.8348567485809326,2.9924979209899902,2.755789041519165,Other Non-Metallic Mineral Products
2016,BEL,12,2.557197332382202,2.848756790161133,2.3056366443634033,Basic Metals and Fabricated Metal
2016,BEL,13,2.568511962890625,3.5752933025360107,1.813323974609375,Other Machinery
2016,BEL,14,2.3890087604522705,3.419546365737915,1.5903966426849365,Electrical and Optical Equipment
2016,BEL,15,2.397188901901245,3.6444003582000732,1.6079449653625488,Transport Equipment
2016,BEL,16,2.760934591293335,3.010056257247925,2.4705803394317627,Other Manufacturing; Recycling
2016,BEL,18,3.9535715579986572,3.988375663757324,4.086533546447754,Construction
2016,BEL,19,3.022733449935913,3.9218621253967285,2.5969107151031494,"Sale, Maintenance and Repair of Motor Vehicles"
2016,BEL,20,2.768826961517334,3.1900811195373535,2.6450893878936768,Wholesale Trade and Commission Trade
2016,BEL,21,3.326608657836914,3.78009033203125,3.05647873878479,Retail Trade; Repair of Household Goods
2016,BEL,22,3.2040507793426514,2.736116886138916,4.333223819732666,Hotels and Restaurants
2016,BEL,23,2.5158090591430664,2.5968313217163086,2.489410161972046,Inland Transport
2016,BEL,24,2.023926019668579,3.4146475791931152,1.2394979000091553,Maritime Transport
2016,BEL,25,1.9592338800430298,2.198873281478882,1.8169243335723877,Air Transport
2016,BEL,26,2.401400566101074,2.752316474914551,2.1551005840301514,Logistics and Travel Agencies
2016,BEL,27,2.8265771865844727,2.8871161937713623,2.7473368644714355,Post and Telecommunications
2016,BEL,28,3.000778913497925,2.6320347785949707,3.442502737045288,Financial Intermediation
2016,BEL,29,7.604451656341553,7.811729431152344,7.72429084777832,Real Estate Activities
2016,BEL,30,2.9656331539154053,3.0382747650146484,2.8999147415161133,Business and Professional Activities
2016,BEL,32,3.091315746307373,3.123969078063965,3.3591575622558594,Education
2016,BEL,33,3.9800543785095215,2.7135565280914307,5.671669006347656,Health and Social Work
2016,BEL,34,2.7106516361236572,2.865574359893799,2.685037612915039,"Other Community, Social and Personal Services"
2017,BEL,1,2.7003607749938965,2.1079037189483643,3.234569787979126,"Agriculture, Hunting, Forestry and Fishing"
2017,BEL,2,1.7512873411178589,2.4076640605926514,1.4121053218841553,Mining and Quarrying
2017,BEL,3,2.524210214614868,2.2638847827911377,2.805307626724243,"Food, Beverages and Tobacco"
2017,BEL,4&5,2.0754284858703613,3.167377471923828,2.0555522441864014,Textiles; Leather Products and Footwear
2017,BEL,6,2.3640520572662354,2.3964955806732178,2.446913480758667,Wood and Products of Wood and Cork
2017,BEL,7,2.435420274734497,2.2058119773864746,2.711095094680786,"Pulp, Paper, Printing and Publishing"
2017,BEL,8,1.9400107860565186,2.46122145652771,1.624752163887024,"Coke, Refined Petroleum and Nuclear Fuel"
2017,BEL,9,1.7851537466049194,2.084212303161621,1.4031598567962646,Chemicals and Chemical Products
2017,BEL,10,1.7625845670700073,2.207702875137329,1.3111207485198975,Rubber and Plastics
2017,BEL,11,2.75114107131958,2.908003091812134,2.671548843383789,Other Non-Metallic Mineral Products
2017,BEL,12,2.4578168392181396,2.7578554153442383,2.1914327144622803,Basic Metals and Fabricated Metal
2017,BEL,13,2.5023550987243652,3.4121129512786865,1.7694133520126343,Other Machinery
2017,BEL,14,2.092102289199829,2.9054222106933594,1.3784312009811401,Electrical and Optical Equipment
2017,BEL,15,2.3835906982421875,3.777477502822876,1.5069893598556519,Transport Equipment
2017,BEL,16,2.289794921875,2.431995153427124,2.049150228500366,Other Manufacturing; Recycling
2017,BEL,18,3.8745105266571045,3.8965959548950195,4.045108318328857,Construction
2017,BEL,19,2.9176547527313232,3.7955265045166016,2.4931833744049072,"Sale, Maintenance and Repair of Motor Vehicles"
2017,BEL,20,2.6627283096313477,3.087573766708374,2.540170907974243,Wholesale Trade and Commission Trade
2017,BEL,21,3.271545171737671,3.5782384872436523,3.087421417236328,Retail Trade; Repair of Household Goods
2017,BEL,22,3.08587646484375,2.6653366088867188,4.11034631729126,Hotels and Restaurants
2017,BEL,23,2.4320616722106934,2.502146005630493,2.390298366546631,Inland Transport
2017,BEL,24,2.481147050857544,3.262132406234741,1.4883606433868408,Maritime Transport
2017,BEL,25,1.7556134462356567,1.9144428968429565,1.6618515253067017,Air Transport
2017,BEL,26,2.321056604385376,2.647845983505249,2.0991172790527344,Logistics and Travel Agencies
2017,BEL,27,2.719773292541504,2.7706210613250732,2.7028043270111084,Post and Telecommunications
2017,BEL,28,2.8704991340637207,2.5374741554260254,3.2657482624053955,Financial Intermediation
2017,BEL,29,6.9598565101623535,6.431858539581299,7.937328815460205,Real Estate Activities
2017,BEL,30,2.860659599304199,2.9081640243530273,2.816007137298584,Business and Professional Activities
2017,BEL,32,3.157576084136963,3.137162208557129,3.412933349609375,Education
2017,BEL,33,3.8658857345581055,2.7009503841400146,5.441832542419434,Health and Social Work
2017,BEL,34,2.6685967445373535,2.8312854766845703,2.653331995010376,"Other Community, Social and Personal Services"
2018,BEL,1,2.418865203857422,1.7623236179351807,3.0682084560394287,"Agriculture, Hunting, Forestry and Fishing"
2018,BEL,2,1.6049039363861084,2.1369285583496094,1.3384361267089844,Mining and Quarrying
2018,BEL,3,2.370896339416504,2.006685256958008,2.8252108097076416,"Food, Beverages and Tobacco"
2018,BEL,4&5,1.9371439218521118,2.918135166168213,1.633549451828003,Textiles; Leather Products and Footwear
2018,BEL,6,2.232948064804077,2.114325523376465,2.4622159004211426,Wood and Products of Wood and Cork
2018,BEL,7,2.177583694458008,1.914368748664856,2.495795249938965,"Pulp, Paper, Printing and Publishing"
2018,BEL,8,1.90889310836792,2.6869781017303467,1.4320569038391113,"Coke, Refined Petroleum and Nuclear Fuel"
